entry,image_file,label_file,measure_idx,x1_px,y1_px,x2_px,y2_px,width_px,label_value_at_mid
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,50,1443.63,763.36,1443.37,757.60,5.773,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,51,1690.83,992.22,1697.12,988.02,7.561,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,52,1680.08,929.04,1686.90,924.84,8.003,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,53,1719.93,1067.45,1727.27,1065.62,7.566,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,54,1736.44,1076.10,1739.06,1081.08,5.628,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,55,1770.78,1076.10,1768.69,1069.81,6.631,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,56,1666.45,1101.01,1668.28,1103.89,3.417,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,57,1648.36,886.05,1653.87,882.38,6.616,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,58,1634.10,346.28,1636.38,346.01,2.298,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,59,1637.05,324.54,1639.60,324.67,2.554,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,60,1634.37,314.74,1636.65,313.26,2.718,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,61,1632.89,303.74,1635.85,303.47,2.965,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,62,1572.23,402.38,1573.30,399.83,2.767,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,63,1544.17,392.99,1545.38,389.63,3.567,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,64,1870.86,375.14,1870.86,376.75,1.610,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,65,1837.31,393.53,1838.65,395.27,2.202,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,66,1814.22,406.95,1815.16,408.02,1.427,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,67,1869.38,722.76,1871.80,725.72,3.815,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,68,1851.53,752.16,1853.55,755.24,3.685,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,69,1858.78,735.65,1860.80,737.79,2.945,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,70,1822.81,765.31,1825.09,767.32,3.044,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,71,2117.28,801.28,2117.96,801.15,0.684,1
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,72,2116.08,777.12,2117.02,776.99,0.949,1
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,73,2083.86,733.90,2084.94,733.10,1.343,1
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,74,2122.65,885.43,2124.93,885.43,2.282,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,75,2124.00,922.75,2126.14,922.75,2.147,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,76,2203.05,924.89,2201.30,919.12,6.029,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,77,2220.90,916.30,2219.83,910.67,5.738,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,78,2239.29,918.18,2236.60,912.28,6.487,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,79,2183.05,928.92,2181.04,925.16,4.263,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,80,2311.77,868.25,2309.89,863.29,5.310,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,81,2327.47,871.34,2327.20,866.64,4.705,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,82,2355.79,865.84,2357.00,861.41,4.592,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,83,2314.32,849.06,2311.77,849.06,2.550,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,84,2307.87,811.08,2311.09,810.54,3.265,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,85,2384.11,892.68,2387.20,889.73,4.272,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,86,2420.21,907.18,2421.56,902.61,4.757,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,87,2444.91,939.12,2447.86,936.44,3.990,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,88,2479.94,929.19,2479.67,932.28,3.099,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,89,2457.66,987.84,2460.88,989.72,3.730,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,90,2472.56,1087.97,2475.65,1085.82,3.761,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,91,2547.72,1192.12,2552.82,1191.72,5.116,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,92,2548.93,1256.95,2553.76,1256.68,4.839,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,93,2550.14,938.32,2549.60,933.35,4.995,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,94,2802.60,834.30,2804.48,830.40,4.322,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,95,2788.78,807.72,2784.75,807.45,4.036,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,96,2820.72,723.03,2823.94,725.72,4.193,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,97,3264.85,727.19,3269.28,726.79,4.447,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,98,3301.35,895.90,3307.93,900.60,8.083,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,99,3290.08,930.93,3294.51,934.42,5.639,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,100,3219.08,938.32,3218.81,930.80,7.521,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,101,2019.77,1123.23,2018.09,1114.43,8.966,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,102,2056.26,1112.96,2057.10,1102.47,10.519,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,103,2061.71,1142.95,2069.89,1141.27,8.349,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,104,2108.27,1098.28,2105.33,1093.45,5.647,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,105,2073.45,1192.44,2081.42,1192.23,7.972,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,106,2067.79,1250.95,2074.08,1249.90,6.378,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,107,3588.42,112.07,3600.55,111.74,12.128,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,108,3588.10,161.55,3601.86,161.55,13.763,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,109,3585.80,222.82,3595.96,223.48,10.179,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,110,3584.49,259.19,3594.32,261.16,10.025,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,111,3568.43,319.82,3577.28,321.78,9.064,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,112,3553.69,390.27,3561.55,393.22,8.399,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,113,3568.76,425.66,3571.38,419.10,7.058,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,114,3602.84,459.41,3609.07,455.80,7.194,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,115,3608.74,483.00,3617.91,483.00,9.175,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,116,3616.28,535.43,3624.80,532.81,8.914,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,117,3629.06,567.54,3634.30,562.63,7.187,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,118,3628.07,591.13,3636.59,592.45,8.620,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,119,3640.53,658.31,3648.72,655.36,8.707,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,120,3633.64,636.03,3641.51,632.42,8.651,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,121,3652.98,699.27,3660.19,699.27,7.209,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,122,3620.54,723.85,3612.34,719.59,9.233,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,123,3594.32,754.32,3590.06,747.77,7.816,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,124,3556.97,771.69,3549.76,765.46,9.525,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,125,3514.37,785.78,3510.11,778.57,8.374,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,126,3872.85,580.32,3878.42,580.98,5.608,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,127,3878.75,544.60,3882.03,546.24,3.664,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,128,4038.98,744.82,4041.93,738.26,7.187,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,129,4132.37,626.85,4133.36,623.25,3.737,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,130,4112.71,604.90,4117.30,601.29,5.833,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,131,4079.94,544.28,4084.53,541.65,5.283,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,132,4082.24,803.80,4085.84,799.54,5.581,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,133,4082.32,860.88,4087.35,859.41,5.243,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,134,4100.77,926.73,4104.97,924.42,4.786,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,135,4501.96,907.86,4507.41,901.57,8.325,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,136,4460.01,845.78,4466.51,845.57,6.504,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,137,4407.88,544.09,4413.92,542.41,6.269,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,138,4384.22,442.42,4391.10,441.58,6.930,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,139,4386.23,359.70,4391.77,365.74,8.193,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,140,4485.89,194.78,4490.93,197.80,5.870,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,141,4494.95,145.63,4502.33,145.79,7.384,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,142,4763.55,858.78,4767.09,858.78,3.544,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,143,4802.42,817.12,4803.28,813.90,3.335,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,144,4853.64,824.20,4853.53,821.63,2.579,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,145,4748.94,687.62,4753.03,686.66,4.194,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,146,4748.84,661.32,4753.03,661.00,4.200,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,147,4746.58,713.72,4749.05,713.61,2.472,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,148,4743.76,142.61,4750.68,143.44,6.971,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,149,4745.02,232.99,4751.94,233.62,6.950,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,150,4737.68,256.48,4746.06,255.64,8.431,2
ID14_144_Image,ID14_144_Image.png,ID14_144_Image.tif,151,4724.25,316.25,4729.71,317.09,5.517,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,0,110.90,470.98,109.84,462.09,8.950,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,1,202.25,464.58,202.61,455.69,8.894,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,2,311.02,449.65,309.96,444.32,5.438,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,3,278.68,464.94,277.25,457.12,7.948,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,4,298.23,483.42,302.49,483.06,4.280,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,5,301.78,532.83,306.76,532.47,4.990,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,6,343.01,603.92,343.01,598.23,5.687,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,7,400.60,619.91,402.73,615.29,5.090,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,8,375.00,442.54,374.65,435.79,6.763,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,9,452.85,382.47,448.94,379.27,5.052,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,10,452.85,633.78,454.63,640.17,6.641,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,11,407.71,683.18,410.91,686.03,4.280,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,12,398.46,730.11,402.02,731.17,3.711,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,13,360.79,825.72,364.34,828.21,4.338,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,14,635.71,629.38,640.11,626.40,5.314,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,15,675.07,651.89,676.34,645.93,6.096,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,16,698.33,657.03,700.34,651.37,6.013,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,17,626.69,604.18,630.12,602.10,4.014,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,18,601.30,288.64,603.67,284.82,4.495,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,19,618.05,305.93,620.96,303.56,3.752,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,20,656.81,314.67,655.36,310.30,4.604,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,21,697.03,313.76,695.58,309.93,4.090,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,22,747.99,324.68,750.54,319.94,5.374,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,23,1943.87,532.88,1944.05,527.78,5.098,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,24,1781.53,573.82,1784.08,579.83,6.524,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,25,1725.29,766.89,1730.18,764.23,5.567,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,26,2141.62,694.91,2148.73,693.58,7.233,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,27,2884.52,255.52,2882.62,261.05,5.848,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,28,2795.70,204.71,2802.69,205.87,7.085,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,29,2776.05,252.75,2781.14,257.41,6.905,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,30,2829.77,89.25,2835.16,89.25,5.387,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,31,3254.62,460.95,3258.55,465.76,6.207,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,32,3239.04,463.43,3243.55,459.20,6.181,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,33,3236.13,476.97,3240.06,481.33,5.876,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,34,3296.55,431.69,3301.64,436.20,6.808,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,35,3194.49,437.07,3196.82,432.42,5.209,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,36,3189.97,530.11,3195.80,534.33,7.193,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,37,3328.29,407.52,3332.66,412.61,6.710,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,38,3348.82,412.03,3351.58,409.41,3.811,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,39,3353.47,390.92,3350.27,387.28,4.849,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,40,2977.12,932.88,2977.90,931.92,1.231,1
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,41,2957.92,906.46,2959.77,905.09,2.302,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,42,2943.01,887.91,2945.16,886.06,2.833,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,43,2933.77,865.73,2936.99,863.88,3.714,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,44,2930.84,858.45,2934.12,856.54,3.795,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,45,2922.61,838.30,2925.24,836.75,3.048,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,46,2917.43,827.98,2919.99,824.58,4.258,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,47,2900.39,809.07,2904.46,807.03,4.557,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,48,2892.52,791.74,2896.31,788.68,4.865,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,49,2889.03,773.98,2892.52,771.94,4.046,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,50,2869.81,750.83,2873.74,749.37,4.192,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,51,2863.26,731.03,2867.19,728.41,4.724,2
ID8_176_Image,ID8_176_Image.png,ID8_176_Image.tif,52,2857.73,719.67,2861.37,716.91,4.571,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,0,450.99,1015.20,453.88,1015.48,2.902,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,1,460.96,944.38,463.01,944.29,2.052,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,2,452.86,880.55,454.91,880.74,2.058,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,3,461.24,751.87,461.99,752.62,1.054,1
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,4,479.13,735.66,479.79,736.40,0.991,1
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,5,454.07,806.76,455.00,806.66,0.937,1
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,6,823.81,789.05,828.09,788.77,4.295,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,7,810.02,735.47,814.02,734.54,4.114,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,8,828.65,829.77,832.66,829.12,4.060,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,9,1073.72,830.98,1077.07,830.98,3.354,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,10,1078.66,777.50,1082.20,777.59,3.542,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,11,1082.38,737.52,1084.81,737.52,2.422,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,12,1434.79,826.70,1436.00,826.70,1.211,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,13,1444.02,784.86,1445.04,785.04,1.042,1
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,14,1434.88,760.26,1435.82,758.67,1.838,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,15,1405.16,735.94,1406.19,735.47,1.126,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,16,1674.36,828.84,1676.97,828.75,2.611,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,17,1670.72,747.87,1673.61,747.12,2.983,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,18,1672.22,784.02,1674.92,784.21,2.708,2
ID9_176_Image,ID9_176_Image.png,ID9_176_Image.tif,19,1672.12,730.72,1675.10,730.63,2.983,2
